Table 1
Date,SPY,QQQ,IWM,DIA,XLF,XLV,XLY,XLP,EEM,EFA,AGG,TLT,GLD,USO,VNQ
2005-09-26,93.8056,33.2178,55.7594,84.9115,19.0682,25.8367,27.664,16.5337,20.7138,41.5388,78.9263,62.3248,46.57,0,37.0314
2005-09-27,93.7874,33.1484,55.5719,84.9874,19.1316,25.6889,27.655,16.7073,20.5701,41.3803,78.8745,62.4111,46.25,0,36.9371
2005-09-28,93.8716,33.1583,55.4915,85.1203,18.9742,25.7077,27.4091,16.7309,20.81,41.8078,79.0955,62.8316,46.8,0,36.5812
2005-09-29,94.6499,33.5928,56.1057,85.6817,19.3305,25.7643,27.6819,16.8778,21.1772,42.3068,78.9113,62.5468,47.1,0,37.2644
2005-09-30,94.9255,33.8178,56.4153,85.9714,19.285,25.7811,27.8671,16.9943,21.1385,42.0309,78.8745,62.3315,46.7,0,37.8552
2005-10-03,94.602,33.909,56.7557,85.5859,19.2375,25.8029,27.7934,16.9696,21.276,41.8851,78.3438,61.5997,46.42,0,37.748
2005-10-04,93.5301,33.6829,55.8963,84.6887,18.995,25.9131,27.6022,16.8976,21.0729,41.6112,78.4523,61.8087,46.45,0,37.1052
2005-10-05,92.307,33.2178,54.4665,83.9166,18.9149,25.4836,27.1403,16.7813,20.4363,41.2492,78.5777,62.0743,46.36,0,36.5291
2005-10-06,91.9749,32.7812,53.9803,83.6578,18.9694,25.313,27.1652,16.6866,19.7184,41.0535,78.525,61.8414,47.21,0,36.4809
2005-10-07,92.2886,32.8606,54.4665,83.7137,19.0376,25.2872,27.1921,16.6728,20.2045,41.1993,78.4443,62.087,47.36,0,36.1034
2005-10-10,91.497,32.6814,53.8533,83.1843,18.8318,25.2515,26.987,16.6136,20.1369,40.9958,78.5469,62.0432,47.37,0,35.6444
2005-10-11,91.3795,32.5248,53.1091,83.3571,18.7744,25.0413,26.8844,16.6136,20.2267,41.0467,78.3149,61.9189,47.39,0,35.4841
2005-10-12,90.6635,32.1292,52.3559,82.9465,18.6863,25.0978,26.5837,16.5544,19.6056,40.7718,78.282,61.3158,46.85,0,34.8422
2005-10-13,90.6001,32.3788,52.5713,82.8886,18.7793,25.2218,26.6614,16.512,19.4858,40.6867,78.0789,61.094,47.02,0,34.8491
2005-10-14,91.5498,32.6179,53.4563,83.5989,18.9882,25.3368,26.9232,16.6067,19.4135,41.0682,78.056,60.9998,46.8,0,35.6591
2005-10-17,91.9,32.7284,53.5496,84.1443,19.0088,25.3288,26.977,16.7881,19.6229,40.6563,78.1834,60.987,47.26,0,35.8626
2005-10-18,90.8904,32.4954,52.8292,83.6308,18.8575,25.2952,26.6942,16.6648,19.1287,40.1867,78.1496,61.0586,47,0,35.5235
2005-10-19,92.4159,33.1484,53.9634,84.8026,19.2375,25.5401,27.2,16.8414,19.5013,40.5125,78.292,61.0831,46.34,0,35.9246
2005-10-20,90.7897,32.8342,52.9593,83.5579,19.0682,25.0155,26.8664,16.7073,18.7165,39.586,78.3069,61.2408,45.98,0,35.3495
2005-10-21,91.1479,33.0407,53.5496,83.0394,19.1791,24.8587,26.8326,16.6934,19.2182,39.7886,78.4831,61.8141,46.52,0,35.6936
2005-10-24,92.5633,33.5664,54.7215,84.3471,19.5581,25.0671,27.2955,16.8414,19.7356,40.3804,78.3298,61.331,46.39,0,36.4131
2005-10-25,92.3586,33.4323,54.2571,84.3321,19.4463,24.9063,27.0995,16.7813,19.3456,40.4264,78.0948,60.8036,47.06,0,36.2696
2005-10-26,92.1107,33.2626,53.9713,84.1693,19.5789,24.595,26.9332,16.7309,19.4135,40.355,77.7931,60.3542,46.93,0,35.8961
2005-10-27,91.1221,32.5953,52.8452,83.2013,19.4651,24.5056,26.3965,16.5712,18.9563,40.2728,77.9713,60.5781,47.18,0,35.5097
2005-10-28,92.4351,32.8428,53.5853,84.421,19.7996,24.8747,26.8576,16.8473,19.451,40.6211,77.8489,60.582,47.22,0,36.5812
2005-10-31,92.6715,33.3175,54.1936,84.4789,19.8688,24.9917,27.3045,16.9124,19.8026,40.6915,77.8409,60.6946,46.4,0,36.7689
2005-11-01,92.9598,33.2894,54.4665,84.6647,19.7996,24.9153,27.3215,16.8187,20.1461,41.0408,77.58,60.3542,45.73,0,35.9521
2005-11-02,93.9387,33.728,55.5629,85.1203,19.9628,24.9153,27.8024,16.8622,20.4591,41.6033,77.5103,60.0748,46.13,0,36.2892
2005-11-03,94.3283,34.229,55.7594,85.5549,19.9758,25.076,27.8114,16.9282,20.4813,41.5828,77.2454,59.6683,45.96,0,36.1791
2005-11-04,94.1991,34.3506,55.6373,85.5239,20.0074,25.2069,27.9129,16.9203,20.4363,41.1993,77.3261,59.5712,45.51,0,35.9737
2005-11-07,94.2996,34.3966,55.8438,85.8545,20.1776,25.2515,28.1329,16.9549,20.452,41.438,77.335,59.777,45.77,0,36.1448
2005-11-08,94.2996,34.4054,55.6373,85.8465,20.1202,25.198,27.8203,16.9065,20.2652,41.3363,77.5959,60.3542,45.91,0,36.0395
2005-11-09,94.4229,34.4239,55.8259,85.8465,20.1696,25.2218,27.8114,16.9351,20.5637,41.3089,77.3998,59.7364,46.56,0,36.4485
2005-11-10,95.1743,34.7989,56.1225,86.6438,20.5745,25.5491,28.2305,17.1323,20.6003,41.258,77.6646,60.4631,46.48,0,37.3155
2005-11-11,95.4807,34.887,56.449,87.0033,20.6516,25.558,28.3161,17.1531,20.6461,41.4732,77.7492,60.4988,46.8,0,37.464
2005-11-14,95.4232,34.887,56.2416,87.1493,20.6625,25.3834,28.333,17.0889,20.5846,41.2296,77.4785,60.0456,46.62,0,37.4286
2005-11-15,95.0786,34.7302,55.426,87.0883,20.4715,25.5163,27.9129,17.0011,20.4749,41.0036,77.589,60.4368,46.66,0,37.4099
2005-11-16,95.2798,34.9409,55.4428,87.0193,20.3617,25.4697,27.894,17.0446,20.6461,40.9342,77.7742,61.0762,47.78,0,37.2044
2005-11-17,96.1793,35.4086,56.4054,87.2991,20.6011,25.5987,28.2653,17.0376,20.952,41.6347,77.7931,61.2198,48.48,0,37.8198
2005-11-18,96.5619,35.5231,56.837,87.411,20.707,25.7077,28.4535,17.081,21.005,41.9233,77.7662,60.941,48.46,0,37.9505
2005-11-21,97.0026,35.6112,57.4164,87.9315,20.805,25.7563,28.558,17.1017,21.0189,41.981,78.0091,61.1206,48.99,0,38.1413
2005-11-22,97.4233,35.7376,57.7221,88.3171,20.988,25.6086,28.6824,17.2191,21.0104,42.1189,78.2084,61.1996,49.32,0,38.6289
2005-11-23,98.0278,35.8237,57.7916,88.7666,21.1494,25.6741,28.8925,17.2852,21.2275,42.3195,78.1496,60.9665,49.15,0,38.7979
2005-11-25,98.1117,35.9079,57.7499,88.8805,21.1958,25.7077,28.8925,17.2999,21.2166,41.9164,78.2232,61.1853,49.42,0,38.9266
2005-11-28,97.3572,35.6024,56.9809,88.6478,21.0998,25.435,28.6278,17.2191,21.0801,42.024,78.1107,61.4941,49.74,0,38.505
2005-11-29,97.2312,35.4353,57.0672,88.5258,21.086,25.4618,28.583,17.2053,20.8914,41.9585,78.0091,60.9133,49.8,0,38.5266
2005-11-30,96.7625,35.345,57.3133,87.9764,20.8198,25.2952,28.3947,17.0672,20.9464,41.6347,77.8489,60.8441,49.1,0,38.2985
2005-12-01,97.7492,36.0077,58.248,88.6577,20.9267,25.5491,28.7184,17.1826,21.4905,42.4154,77.4416,60.4856,50.17,0,38.8589
2005-12-02,97.8725,36.0928,58.4793,88.4719,20.9752,25.6413,28.8139,17.1757,21.4693,42.5738,77.4416,60.5051,50.32,0,38.6613
2005-12-05,97.652,35.8237,58.0614,88.1123,20.9316,25.6889,28.6456,17.1077,21.6416,42.7617,77.4785,60.2391,50.78,0,38.5168
2005-12-06,97.8449,35.9469,58.2381,88.373,20.8723,25.6413,28.7253,17.0948,21.843,42.8908,77.6129,60.8508,50.89,0,38.387
2005-12-07,97.2218,35.8806,57.8799,87.8805,20.7001,25.5332,28.6994,17.0524,21.6343,42.6091,77.5103,60.6216,51.32,0,38.1914
2005-12-08,97.1557,35.6202,58.0356,87.4998,20.6863,25.6235,28.583,17.0238,21.4777,42.6022,77.9086,61.0142,51.9,0,38.4755
2005-12-09,97.4419,35.7542,58.3215,87.5958,20.8376,25.6572,28.6278,17.0524,21.691,43.0297,77.6388,60.5342,52.4,0,38.5787
2005-12-12,97.548,35.8902,58.504,87.5738,20.7437,25.6671,28.6586,17.0889,21.8192,43.5727,77.4785,60.4185,52.56,0,38.6032
2005-12-13,98.2665,36.0332,58.511,88.1123,21.0158,25.9468,28.788,17.2999,22.1049,43.7821,77.7792,60.6415,51.65,0,38.794
2005-12-14,98.6296,35.9079,58.4434,88.6138,21.093,26.0182,28.9334,17.4459,21.9548,43.7606,77.9883,61.259,50.35,0,38.8716
2005-12-15,98.3608,35.9725,57.8481,88.4359,20.9752,26.0926,28.8746,17.4745,21.865,43.3555,77.9086,61.1145,50.24,0,38.5718
2005-12-16,97.4711,35.7189,57.6437,88.2101,20.8891,26.0688,28.6586,17.3739,21.7908,43.694,77.8997,61.3158,50.09,0,38.7094
2005-12-19,96.9634,35.1562,56.9283,87.9664,20.707,26.2988,28.3519,17.3423,21.746,43.6148,77.9643,61.3795,50.22,0,38.2022
2005-12-20,97.05,35.1845,56.9124,87.7126,20.7971,26.2662,28.2892,17.2408,21.9337,43.6216,77.9883,61.3037,49.04,0,38.2533
2005-12-21,97.1739,35.3362,57.5981,87.9225,20.8594,26.3484,28.3161,17.2911,22.2845,43.833,77.9883,61.1926,49.37,0,38.4843
2005-12-22,97.7492,35.5653,57.7588,88.382,21.0019,26.522,28.3251,17.3079,22.2927,44.0863,78.1496,61.6811,50.14,0,38.7046
2005-12-23,97.7971,35.5653,57.8878,88.4179,21.0276,26.5538,28.3778,17.2763,22.1791,43.2606,78.3517,62.058,50.12,0,38.8382
2005-12-27,96.8014,35.2549,57.0246,87.6038,20.8644,26.3396,28.1329,17.1619,21.9337,42.8615,78.5569,62.5694,50.64,0,37.9309
2005-12-28,97.0026,35.2189,57.3629,87.6787,20.8198,26.3396,28.1867,17.1826,21.9933,43.1755,77.9883,62.1337,51.47,0,37.8856
2005-12-29,96.6196,34.9866,57.0583,87.5378,20.7971,26.2492,28.1777,17.1393,21.9933,43.1892,78.0341,62.2701,51.47,0,37.69
2005-12-30,96.0739,34.7207,56.6931,86.9495,20.6863,26.0846,28.0095,17.0011,21.9767,42.9936,78.1257,62.1267,51.58,0,37.5829
2006-01-03,97.7589,35.49,57.8243,88.0733,21.0336,26.404,28.3071,17.1077,22.8001,44.4336,78.1675,62.0432,53.12,0,38.3457
2006-01-04,98.2568,35.862,58.1378,88.409,21.0158,26.6689,28.333,17.1678,23.0071,44.8015,78.3517,62.198,53.3,0,38.6229
2006-01-05,98.3127,36.0155,58.4534,88.5218,21.086,26.6004,28.3599,17.081,23.1215,44.5784,78.3517,62.1198,52.34,0,38.9188
2006-01-06,99.0778,36.6655,59.148,89.0263,21.2098,26.7769,28.5928,17.1531,23.606,45.1762,78.1745,62.0047,53.72,0,39.2874
2006-01-09,99.3463,36.8203,59.536,89.4029,21.2701,26.8969,28.8836,17.2338,23.8387,45.2007,78.2612,62.0432,54.6,0,39.6247
2006-01-10,99.4423,36.8378,60.0758,89.4839,21.2889,26.8027,28.8925,17.1915,23.5538,44.7937,78.1038,61.547,54.06,0,39.8655
2006-01-11,99.7779,37.1209,59.9725,89.7636,21.4057,26.7353,29.0359,17.2053,23.8313,45.1762,78.048,61.4481,54.53,0,39.9196
2006-01-12,99.3652,36.9427,59.7612,89.2451,21.2552,26.7085,28.779,17.1619,23.4951,44.8093,78.2522,61.8603,54.43,0,39.8153
2006-01-13,99.2809,36.926,59.786,89.0463,21.2424,26.6927,28.788,17.1393,23.5253,44.9825,78.4693,62.2166,55.44,0,39.3209
2006-01-17,98.9843,36.6853,59.5023,88.6208,21.0207,26.6173,28.6366,17.0722,23.1133,44.418,78.5091,62.4951,55.26,0,39.1626
2006-01-18,98.6395,36.2661,59.404,88.2911,20.9604,26.6599,28.5401,17.1471,23.0977,43.8163,78.6037,62.4731,54.07,0,39.1538
2006-01-19,98.9647,36.5296,60.3318,88.402,20.896,26.8027,28.7512,17.1619,23.8459,44.3162,78.4831,62.2921,55.59,0,39.6463
2006-01-20,97.1375,35.4439,59.6421,86.5558,20.4567,26.29,28.2653,16.9124,23.1341,43.6451,78.525,62.4525,55.2,0,39.2629
2006-01-23,97.5198,35.4536,59.8277,86.8765,20.5141,26.273,28.2484,16.9282,23.8101,44.2546,78.525,62.4312,55.77,0,39.4408
2006-01-24,97.6337,35.6024,60.4984,86.9405,20.6011,26.1501,28.5302,16.9863,24.1838,44.4738,78.3915,62.1267,55.73,0,39.7377
2006-01-25,97.7199,35.4536,60.6552,87.1133,20.6447,26.1164,28.4276,17.0011,24.1986,44.6283,78.1984,61.4542,56.14,0,39.7633
2006-01-26,98.3029,35.7014,61.5264,87.8096,20.996,26.2492,28.549,17.0376,24.7654,45.1576,77.9643,61.1853,55.88,0,39.891
2006-01-27,99.1561,36.1741,61.833,88.7036,21.0158,26.5538,28.6746,17.1757,25.0493,45.3944,78.056,61.1853,55.63,0,40.3392
2006-01-30,99.0778,36.2487,61.6554,88.5448,20.9465,26.4308,28.6098,17.1077,24.9366,45.4315,78.0639,61.1268,56.68,0,40.3098
2006-01-31,98.4098,36.0852,61.4779,88.0193,20.8723,26.4209,28.5052,17.0327,25.1033,45.4746,78.0789,61.2966,56.7,0,40.4169
2006-02-01,99.0309,36.2103,62.1129,89.0733,20.8594,26.5875,28.6008,17.0722,25.0868,45.6135,77.58,60.8721,56.7,0,40.6066
2006-02-02,97.9112,35.5926,61.1782,88.0443,20.711,26.3722,28.567,17.0672,24.4447,45.0999,77.6338,60.987,56.98,0,40.3226
2006-02-03,97.3941,35.1562,60.9936,87.6328,20.6309,26.3226,28.4276,16.9549,24.1078,44.9825,77.8568,61.4218,56.5,0,39.9696
2006-02-06,97.6717,35.0591,61.5334,87.8186,20.6863,26.0846,28.4176,16.9203,24.683,44.9179,77.8409,61.5393,56.72,0,40.1211
2006-02-07,96.8014,34.9055,60.5401,87.37,20.5477,26.043,28.2484,16.8414,24.0327,44.5853,77.7872,61.2467,54.6,0,39.8085
2006-02-08,97.6814,35.3077,60.9251,88.2821,20.6823,26.3802,28.4445,16.9124,24.1078,44.7438,77.7492,61.1068,54.83,0,39.6335
2006-02-09,97.5101,34.977,60.6106,88.4919,20.7298,26.404,28.4356,16.9617,24.1684,44.8318,77.7931,61.3879,56.18,0,39.8222
2006-02-10,97.7004,35.1921,60.4816,88.7206,20.8525,26.3484,28.5401,16.94,24.1308,44.7301,77.6268,61.051,54.79,0,39.8586
2006-02-13,97.5101,34.791,60.0857,88.6577,20.7733,26.3138,28.4714,16.9203,23.5382,44.418,77.6806,61.0586,53.72,0,39.9107
2006-02-14,98.5706,35.1385,60.7783,89.7376,21.0207,26.5706,28.788,17.1323,24.1308,44.9101,77.5591,60.8373,54.49,0,40.1309
2006-02-15,98.8886,35.3628,61.3171,89.9784,21.1424,26.7263,28.9185,17.2408,24.0098,44.507,77.6388,60.987,53.76,0,40.4858
2006-02-16,99.652,35.6917,61.8559,90.4449,21.2701,26.8969,29.0101,17.3237,24.6308,44.9336,77.5651,60.9998,54.52,0,40.7561
2006-02-17,99.3747,35.4086,61.7328,90.2401,21.182,26.8811,28.8418,17.2496,24.6023,44.8015,77.8867,61.4881,54.96,0,41.1955
2006-02-21,99.1165,35.0153,61.46,89.8794,21.1186,26.7442,28.6824,17.226,24.3864,44.8093,77.5959,61.3879,55.12,0,41.1434
2006-02-22,99.739,35.4536,61.8737,90.306,21.5165,26.9733,28.9005,17.367,24.5108,45.1488,77.9086,61.8087,55.34,0,41.6005
2006-02-23,99.5784,35.3528,61.833,90.0114,21.4403,26.8711,28.7422,17.3739,24.5044,45.2642,77.8658,61.648,54.64,0,41.5307
2006-02-24,99.8348,35.4536,62.3252,90.0273,21.4849,26.8711,28.6914,17.2852,24.5566,45.4169,77.9235,61.553,55.64,0,41.3095
2006-02-27,99.8746,35.8424,62.4929,90.0982,21.5244,27.0774,28.9503,17.4064,24.7792,45.5773,77.7662,61.4542,55.22,0,41.3174
2006-02-28,98.9173,35.3077,61.6724,89.3391,21.3156,26.7263,28.7084,17.1757,24.1308,45.1576,77.9235,61.758,56.07,0,41.1699
2006-03-01,99.8268,35.7877,62.7936,89.7926,21.4255,26.7531,28.9254,17.2408,24.8048,45.6194,77.6338,61.1674,56.1,0,41.4059
2006-03-02,99.8168,35.8158,62.5296,89.7186,21.2968,26.7005,28.7342,17.1471,24.8195,45.5343,77.4416,60.7424,56.74,0,41.3547
2006-03-03,99.3463,35.6112,62.216,89.4839,21.2424,26.6093,28.7184,17.1915,24.4082,45.3445,77.2892,60.3877,56.28,0,41.1316
2006-03-06,98.8689,35.2992,61.7328,89.1302,21.1751,26.4714,28.5401,17.1323,24.0327,45.1713,76.8581,59.8642,55.23,0,41.8748
2006-03-07,98.7434,35.0955,60.8369,89.2911,21.2483,26.4794,28.4087,17.2496,23.1893,44.6205,77.0523,59.9026,54.95,0,41.3695
2006-03-08,98.9271,35.114,61.0512,89.5029,21.2622,26.6599,28.4614,17.438,23.3221,44.7721,77.0931,59.8845,53.97,0,41.5838
2006-03-09,98.3127,34.8076,60.5143,89.1911,21.1316,26.5706,28.3519,17.4686,23.0821,44.7223,76.9875,59.9026,54.24,0,41.9268
2006-03-10,99.2038,34.842,61.451,90.0982,21.3226,26.6689,28.6178,17.6284,23.5704,45.4032,77.0174,59.6821,53.83,0,42.3063
2006-03-13,99.3936,34.9505,61.5761,90.2341,21.3275,26.6509,28.6098,17.6422,23.5464,45.7798,77.1598,59.6341,54.31,0,42.0262
2006-03-14,100.458,35.5418,62.2577,90.7496,21.5749,26.8394,28.9185,17.6008,24.281,46.2631,77.4237,60.0333,54.87,0,42.3309
2006-03-15,100.861,35.8424,62.8283,91.326,21.6016,26.9316,29.0797,17.5327,24.5638,46.4304,77.2056,59.7074,55.12,0,43.1331
2006-03-16,101.091,35.5418,62.6854,91.6737,21.6739,26.9316,29.1415,17.5928,24.3487,46.5811,77.5332,60.2494,55.34,0,43.5793
2006-03-17,100.774,35.6379,62.9374,91.6117,21.6195,26.9069,29.1843,17.4903,24.519,46.8071,77.3679,60.0674,55.12,0,43.9676
2006-03-20,100.609,35.7189,62.9037,91.6037,21.6343,26.9574,29.1165,17.5928,24.6547,46.899,77.335,60.1671,55.17,0,42.9768
2006-03-21,99.9773,35.345,62.0315,91.309,21.4185,26.7938,28.9503,17.4745,24.1608,46.4148,77.1309,59.8503,54.83,0,42.4823
2006-03-22,100.584,35.4353,62.9881,91.9284,21.5867,27.0616,29.0439,17.6362,24.4219,46.8491,77.2723,59.9764,54.75,0,42.5786
2006-03-23,100.409,35.3265,63.2629,91.6827,21.4849,26.9148,29.0279,17.5071,24.1986,46.2837,77.2056,59.788,54.7,0,42.6887
2006-03-24,100.487,35.5076,63.644,91.6547,21.4769,26.8711,28.9831,17.5071,24.4082,46.6544,77.344,60.2331,55.71,0,42.6228
2006-03-27,100.322,35.5143,63.6519,91.4289,21.4651,26.6689,28.9742,17.4459,24.5566,46.5742,77.4057,60.0047,56.39,0,42.1353
2006-03-28,99.7012,35.3726,63.3194,90.5817,21.2889,26.4209,28.8238,17.3079,24.1078,46.1262,77.2056,59.4433,56.06,0,42.5993
2006-03-29,100.332,36.0422,64.4924,91.0242,21.3869,26.4962,29.0797,17.4302,24.573,46.7347,77.0523,59.1632,57.07,0,43.3965
2006-03-30,100.152,36.1468,64.3256,90.5727,21.2552,26.4466,28.9573,17.2911,24.6921,47.2982,76.7048,58.7503,58.6,0,42.7693
2006-03-31,100.181,36.0508,64.5529,90.4829,21.2622,26.2988,28.8746,17.226,24.6547,46.9646,76.9577,58.7289,58.1,0,42.8578
2006-04-03,100.093,36.0928,64.016,90.4829,21.2968,26.281,28.7701,17.2852,25.3578,47.4811,76.5852,58.5242,58.47,0,42.1215
2006-04-04,100.725,36.2938,64.3077,91.0442,21.5244,26.3138,28.9334,17.2704,25.4989,47.8558,76.6908,58.4671,58.33,0,41.8305
2006-04-05,101.071,36.6285,64.6402,91.355,21.5621,26.2334,29.1255,17.3079,25.7618,48.0143,76.7416,58.543,58.66,0,42.0606
2006-04-06,100.943,36.7411,64.7731,91.1921,21.4849,26.0341,29.1843,17.2408,25.6335,48.0564,76.6828,58.0976,59.28,0,41.8876
2006-04-07,99.9325,36.3828,63.7342,90.4279,21.283,25.7217,29.0539,17.0889,25.2462,47.5076,76.4209,57.5356,58.59,0,41.2535
2006-04-10,100.103,36.3375,63.6668,90.6527,21.3226,25.6741,29.0101,17.1077,25.1537,47.5946,76.3512,57.644,59.6,544.16,40.8652
2006-04-11,99.2433,36.0422,62.5396,90.1752,21.1384,25.3924,28.779,16.9489,24.9366,47.2767,76.5045,57.8429,59.01,545.6,40.7639
2006-04-12,99.4324,36.0508,63.1935,90.4639,21.182,25.5679,28.7512,17.0081,25.0868,47.0448,76.4349,57.489,59.43,542.72,40.7639
2006-04-13,99.3009,36.1919,63.3532,90.4539,21.2166,25.5074,28.8238,16.9775,25.2068,47.1671,76.2855,57.0864,59.5,550.56,40.2253
2006-04-17,99.2622,35.8158,63.3939,90.0842,21.1958,25.3616,28.6746,16.8848,25.4989,47.3862,76.407,57.2957,61.09,558.32,40.1132
2006-04-18,100.833,36.5033,65.1721,91.5657,21.5867,25.5987,29.0967,17.0446,26.3516,48.3548,76.3512,57.3924,61.85,566,41.0943
2006-04-19,101.013,36.6655,65.6483,91.7505,21.6125,25.4528,28.9921,17.0672,26.5099,48.6855,76.4209,57.0447,63.75,574.8,41.5956
2006-04-20,101.176,36.5394,65.3,92.281,21.6619,25.6809,29.1067,17.0948,26.4185,48.4702,76.3034,56.9971,60.96,568.72,41.6389
2006-04-21,101.194,36.1115,65.1562,92.1971,21.6343,25.6235,28.8836,17.0948,26.6217,48.795,76.2984,57.3262,63.2,582.48,41.6477
2006-04-24,100.983,36.0764,64.6402,92.1602,21.6421,25.5252,28.8746,17.1678,26.2766,48.8449,76.5852,57.559,61.65,568.08,41.4324
2006-04-25,100.575,35.9981,64.6809,91.7305,21.5105,25.3676,28.8328,17.1678,25.9102,48.8185,76.3293,56.8735,62.78,565.12,41.1218
2006-04-26,100.599,35.9895,64.6313,92.1971,21.6343,25.3676,29.0279,17.3285,26.4257,49.1198,76.2018,56.7832,63.65,556.32,40.994
2006-04-27,101.091,36.3375,64.0944,92.5228,21.9727,25.2307,29.2599,17.3513,26.0053,49.2089,76.3751,56.8563,62.96,549.6,41.2535
2006-04-28,101.424,35.9825,64.7474,92.6167,22.1834,25.4836,29.241,17.3946,26.2599,49.2157,76.5424,56.8956,65.09,556.96,41.4
2006-05-01,100.599,35.6281,63.9496,92.1232,21.8361,25.2614,29.0797,17.3887,26.2526,49.1922,75.9509,56.2449,65.16,572,40.9055
2006-05-02,101.366,35.7189,64.8228,92.8005,21.9727,25.2614,29.1067,17.4903,26.7198,49.9475,76.0286,56.3956,66.55,578.72,40.4858
2006-05-03,100.963,35.674,64.7146,92.6716,21.9539,24.9847,29.1843,17.3739,26.7491,49.6491,75.9719,56.2731,66.46,561.76,40.5634
2006-05-04,101.349,35.9626,65.5035,92.9473,22.0004,25.0671,29.3476,17.4006,27.01,50.0326,75.9379,56.18,67.48,546.56,41.1375
2006-05-05,102.248,36.2487,65.8706,94.0113,22.3141,25.313,29.692,17.5613,27.4424,50.7996,76.0764,56.5201,67.99,544,41.6664
2006-05-08,102.132,36.2839,65.9619,94.1061,22.222,25.304,29.7348,17.655,27.6454,50.7546,76.1352,56.5492,67.56,543.04,41.8482
2006-05-09,102.333,36.139,65.8706,94.5577,22.2587,25.1196,29.8135,17.7111,27.6676,51.0589,76.0923,56.5201,69.68,547.2,41.8305
2006-05-10,102.277,35.8237,65.4697,94.7465,22.2726,25.0978,29.8304,17.6362,27.37,50.9014,76.0027,56.6181,70.38,558.16,41.6781
2006-05-11,101.013,35.023,63.9913,93.6666,21.9123,25.0482,29.5318,17.4154,26.674,50.3877,75.9599,56.3416,71.03,562.4,40.9114
2006-05-12,99.7101,34.5493,62.4542,92.6097,21.6877,24.9917,29.241,17.2763,25.9779,49.7372,75.8026,55.876,71.12,552.88,40.3904
2006-05-15,99.9125,34.5315,62.1715,92.9373,21.8361,25.3458,29.3207,17.4686,25.3578,49.3106,75.8474,56.096,67.41,533.04,40.9487
2006-05-16,99.7779,34.2713,62.2756,92.9173,21.8084,25.4112,29.1165,17.5327,25.4852,49.2372,76.2258,56.5201,68.61,533.6,40.7914
2006-05-17,97.8725,33.808,61.1385,91.0442,21.372,25.1454,28.7084,17.3167,24.6078,47.666,75.9957,56.1642,68.15,525.6,40.0218
2006-05-18,97.3378,33.5743,60.557,90.5727,21.182,25.0413,28.6914,17.226,24.1308,47.5242,76.3194,56.9273,67.46,533.92,39.7209
2006-05-19,98.0833,33.8356,61.0958,90.6157,21.2968,24.8975,28.8925,17.2408,24.6547,47.7609,76.3034,57.0794,65.58,524.56,39.8153
2006-05-22,97.2702,33.5047,60.4132,90.2041,21.2424,24.7923,28.6824,17.2911,23.4951,46.7112,76.3194,57.2027,65.3,530.24,39.7082
2006-05-23,96.6006,33.1746,59.6332,89.7186,21.1384,24.6792,28.4714,17.2852,23.2341,46.7268,76.1093,57.1692,66.38,542.16,39.2669
2006-05-24,97.2992,33.3968,60.0906,90.334,21.1494,24.7527,28.5132,17.4154,23.0757,46.6965,76.1272,57.1951,64.06,528.8,39.3336
2006-05-25,98.5528,33.8444,61.3578,91.0892,21.3384,24.9847,28.788,17.584,24.0566,47.3256,76.1192,56.9681,64.7,542.4,40.065
2006-05-26,99.0219,33.9501,61.7239,91.6827,21.5165,25.1196,28.8836,17.584,23.9824,47.7091,76.4429,56.9273,65.1,542,40.5507
2006-05-30,97.2411,33.2178,60.0262,90.0842,21.1958,24.7923,28.4445,17.367,22.9493,46.9861,76.2786,56.9007,65.11,546.56,40.2115
2006-05-31,98.4195,33.3784,61.07,90.8295,21.3453,24.952,28.7512,17.4302,23.3385,47.3334,76.1023,56.5624,64.23,541.84,40.2852
2006-06-01,99.3196,34.1662,62.2577,91.3829,21.5937,25.304,29.1992,17.5249,23.8185,47.6377,75.7458,56.5889,62.56,534.56,41.0254
2006-06-02,99.5108,34.0754,62.216,91.355,21.7173,25.4022,29.1415,17.4903,24.0566,48.1004,76.3293,57.3181,63.5,551.2,41.4943
2006-06-05,98.1019,33.3451,60.4042,89.9714,21.3641,25.0065,28.6746,17.2408,23.0382,47.0605,76.0764,57.2482,63.29,549.92,41.6949
2006-06-06,97.8363,33.3175,60.1482,89.4099,21.3156,25.0482,28.5302,17.2911,22.8659,46.4881,76.2855,57.5197,62.55,550.08,41.2044
2006-06-07,97.0598,33.0661,59.5628,88.7756,21.3869,25.1613,28.5401,17.2852,22.3659,45.8512,76.0366,57.5356,62.28,538.24,41.4875
2006-06-08,97.0026,33.0151,59.6164,88.6138,21.4255,25.2069,28.4973,17.3423,21.9685,44.8387,76.2984,57.6511,60.91,536.96,41.4
2006-06-09,96.7433,32.7979,59.0875,88.4819,21.3512,25.0234,28.4276,17.3581,21.6772,44.7868,76.407,57.9496,60.45,544.56,41.6733
2006-06-12,95.6626,32.1559,57.731,87.7556,21.1186,24.7695,28.0513,17.2556,20.8721,44.4043,76.177,57.998,60.03,536.64,41.1779
2006-06-13,94.5647,32.0225,56.6326,86.9655,20.707,24.705,27.8282,17.1984,20.407,43.0141,76.3901,58.0394,55.92,521.44,40.7512
